"","cookie","Image","Color_mean","Color_SD","Folder","Date","Site","Tank_color","Temperature","Bag_number","Project","Country","SITE","Latitude","Longitude","Species","Genotype","Condition","Pam_value","Timepoint","SampleID_clean","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Mean_inverted","Rel_Temperature","X","site","species","genotype","K_2","K_3","K_4","K_5","K_6","K_7","K_8","K_9","K_10","K_11","K_12","K_13","K_14","K_15","ED50"
"69",9,"IMG_4711.jpg",6.943,0.467,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,26,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",5,"wild",0.588,420,"11_ICRA_5",29,44,8.8392,13.4112,3.057,6,61,11,"icra",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.27
"70",10,"IMG_4711.jpg",7.072,0.639,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,4,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",6,"wild",0.594,420,"11_ICRA_6",29,44,8.8392,13.4112,2.928,6,62,11,"icra",6,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.43
"71",11,"IMG_4711.jpg",7.319,0.459,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,28,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",7,"wild",0.576,420,"11_ICRA_7",29,44,8.8392,13.4112,2.681,6,63,11,"icra",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.49
"72",12,"IMG_4711.jpg",5.466,0.672,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,27,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",8,"wild",0.638,420,"11_ICRA_8",29,44,8.8392,13.4112,4.534,6,64,11,"icra",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.54
"73",13,"IMG_4711.jpg",5.547,0.575,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,23,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",1,"wild",0.661,420,"11_AGLO_1",29,44,8.8392,13.4112,4.453,6,45,11,"aglo",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.71
"74",14,"IMG_4711.jpg",5.037,0.576,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,24,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",2,"wild",0.647,420,"11_AGLO_2",29,44,8.8392,13.4112,4.963,6,46,11,"aglo",2,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.38
"75",15,"IMG_4711.jpg",4.968,0.454,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,11,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",3,"wild",0.663,420,"11_AGLO_3",29,44,8.8392,13.4112,5.032,6,47,11,"aglo",3,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.72
"76",16,"IMG_4711.jpg",5.179,0.642,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,12,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",4,"wild",0.669,420,"11_AGLO_4",29,44,8.8392,13.4112,4.821,6,48,11,"aglo",4,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.06
"77",17,"IMG_4711.jpg",5.286,0.751,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,13,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",5,"wild",0.642,420,"11_AGLO_5",29,44,8.8392,13.4112,4.714,6,49,11,"aglo",5,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.53
"78",18,"IMG_4711.jpg",6.474,0.455,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,33,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",6,"wild",0.673,420,"11_AGLO_6",29,44,8.8392,13.4112,3.526,6,50,11,"aglo",6,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.49
"79",19,"IMG_4711.jpg",6.26,0.497,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,14,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",7,"wild",0.666,420,"11_AGLO_7",29,44,8.8392,13.4112,3.74,6,51,11,"aglo",7,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.18
"80",20,"IMG_4711.jpg",6.89,0.598,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","4-yellow",35,32,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",8,"wild",0.68,420,"11_AGLO_8",29,44,8.8392,13.4112,3.11,6,52,11,"aglo",8,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.01
"81",1,"IMG_4712.jpg",6.194,0.926,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,18,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",1,"wild",0.33,420,"11_AHYA_1",29,44,8.8392,13.4112,3.806,9,54,11,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.04
"82",2,"IMG_4712.jpg",4.13,0.609,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,16,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",2,"wild",0.122,420,"11_AHYA_2",29,44,8.8392,13.4112,5.87,9,55,11,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.7
"83",3,"IMG_4712.jpg",6.467,0.445,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,17,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AABR",1,"wild",0.185,420,"11_AABR_1",29,44,8.8392,13.4112,3.533,9,42,11,"aabr",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.74
"84",4,"IMG_4712.jpg",5.549,0.802,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,21,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AABR",2,"wild",0.254,420,"11_AABR_2",29,44,8.8392,13.4112,4.451,9,43,11,"aabr",2,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.88
"85",5,"IMG_4712.jpg",6.46,0.807,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,10,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",1,"wild",0.281,420,"11_ICRA_1",29,44,8.8392,13.4112,3.54,9,56,11,"icra",1,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.22
"86",6,"IMG_4712.jpg",6.395,0.728,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,20,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",2,"wild",0.245,420,"11_ICRA_2",29,44,8.8392,13.4112,3.605,9,58,11,"icra",2,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.22
"87",7,"IMG_4712.jpg",6.442,0.983,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,19,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",3,"wild",0.451,420,"11_ICRA_3",29,44,8.8392,13.4112,3.558,9,59,11,"icra",3,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.7
"88",8,"IMG_4712.jpg",6.925,0.518,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,29,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",4,"wild",0.215,420,"11_ICRA_4",29,44,8.8392,13.4112,3.075,9,60,11,"icra",4,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.81
"89",9,"IMG_4712.jpg",6.091,1.146,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,26,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",5,"wild",0.309,420,"11_ICRA_5",29,44,8.8392,13.4112,3.909,9,61,11,"icra",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.27
"90",10,"IMG_4712.jpg",7.307,0.669,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,4,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",6,"wild",0.22,420,"11_ICRA_6",29,44,8.8392,13.4112,2.693,9,62,11,"icra",6,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.43
"91",11,"IMG_4712.jpg",6.671,0.858,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,28,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",7,"wild",0.178,420,"11_ICRA_7",29,44,8.8392,13.4112,3.329,9,63,11,"icra",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.49
"92",12,"IMG_4712.jpg",6.244,0.964,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,27,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",8,"wild",0.129,420,"11_ICRA_8",29,44,8.8392,13.4112,3.756,9,64,11,"icra",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.54
"93",13,"IMG_4712.jpg",3.753,0.473,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,23,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",1,"wild",0.279,420,"11_AGLO_1",29,44,8.8392,13.4112,6.247,9,45,11,"aglo",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.71
"94",14,"IMG_4712.jpg",5.866,0.631,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,24,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",2,"wild",0.413,420,"11_AGLO_2",29,44,8.8392,13.4112,4.134,9,46,11,"aglo",2,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.38
"95",15,"IMG_4712.jpg",5.462,1.047,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,11,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",3,"wild",0.25,420,"11_AGLO_3",29,44,8.8392,13.4112,4.538,9,47,11,"aglo",3,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.72
"96",16,"IMG_4712.jpg",5.113,0.681,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,12,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",4,"wild",0.312,420,"11_AGLO_4",29,44,8.8392,13.4112,4.887,9,48,11,"aglo",4,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.06
"97",17,"IMG_4712.jpg",5.91,0.806,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,13,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",5,"wild",0.269,420,"11_AGLO_5",29,44,8.8392,13.4112,4.09,9,49,11,"aglo",5,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.53
"98",18,"IMG_4712.jpg",5.288,0.862,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,33,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",6,"wild",0.466,420,"11_AGLO_6",29,44,8.8392,13.4112,4.712,9,50,11,"aglo",6,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.49
"99",19,"IMG_4712.jpg",6.185,0.807,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,14,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",7,"wild",0.374,420,"11_AGLO_7",29,44,8.8392,13.4112,3.815,9,51,11,"aglo",7,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.18
"100",20,"IMG_4712.jpg",4.713,0.912,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","5-orange",38,32,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",8,"wild",0.407,420,"11_AGLO_8",29,44,8.8392,13.4112,5.287,9,52,11,"aglo",8,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.01
"101",1,"IMG_4713.jpg",5.53,0.833,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,18,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",1,"wild",0.213,420,"11_AHYA_1",29,44,8.8392,13.4112,4.47,10,54,11,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.04
"102",2,"IMG_4713.jpg",3.657,0.517,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,16,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",2,"wild",0.029,420,"11_AHYA_2",29,44,8.8392,13.4112,6.343,10,55,11,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.7
"103",3,"IMG_4713.jpg",6.374,0.797,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,17,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AABR",1,"wild",0.085,420,"11_AABR_1",29,44,8.8392,13.4112,3.626,10,42,11,"aabr",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.74
"104",4,"IMG_4713.jpg",4.79,0.64,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,21,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AABR",2,"wild",0.14,420,"11_AABR_2",29,44,8.8392,13.4112,5.21,10,43,11,"aabr",2,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.88
"105",5,"IMG_4713.jpg",6.885,0.747,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,10,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",1,"wild",0.069,420,"11_ICRA_1",29,44,8.8392,13.4112,3.115,10,56,11,"icra",1,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.22
"106",6,"IMG_4713.jpg",6.805,0.61,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,20,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",2,"wild",0.102,420,"11_ICRA_2",29,44,8.8392,13.4112,3.195,10,58,11,"icra",2,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.22
"107",7,"IMG_4713.jpg",7.031,0.878,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,19,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",3,"wild",0.247,420,"11_ICRA_3",29,44,8.8392,13.4112,2.969,10,59,11,"icra",3,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.7
"108",8,"IMG_4713.jpg",7.264,0.602,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,29,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",4,"wild",0.104,420,"11_ICRA_4",29,44,8.8392,13.4112,2.736,10,60,11,"icra",4,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.81
"109",9,"IMG_4713.jpg",6.803,1.219,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,26,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",5,"wild",0.012,420,"11_ICRA_5",29,44,8.8392,13.4112,3.197,10,61,11,"icra",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.27
"110",10,"IMG_4713.jpg",7.001,0.63,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,4,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",6,"wild",0.046,420,"11_ICRA_6",29,44,8.8392,13.4112,2.999,10,62,11,"icra",6,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.43
"111",11,"IMG_4713.jpg",6.676,0.959,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,28,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",7,"wild",0,420,"11_ICRA_7",29,44,8.8392,13.4112,3.324,10,63,11,"icra",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.49
"112",12,"IMG_4713.jpg",5.668,0.426,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,27,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",8,"wild",0.01,420,"11_ICRA_8",29,44,8.8392,13.4112,4.332,10,64,11,"icra",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.54
"113",13,"IMG_4713.jpg",4.99,0.917,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,23,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",1,"wild",0.058,420,"11_AGLO_1",29,44,8.8392,13.4112,5.01,10,45,11,"aglo",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.71
"114",14,"IMG_4713.jpg",4.394,0.749,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,24,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",2,"wild",0.161,420,"11_AGLO_2",29,44,8.8392,13.4112,5.606,10,46,11,"aglo",2,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.38
"115",15,"IMG_4713.jpg",5.246,0.928,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,11,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",3,"wild",0.027,420,"11_AGLO_3",29,44,8.8392,13.4112,4.754,10,47,11,"aglo",3,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.72
"116",16,"IMG_4713.jpg",5.897,0.672,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,12,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",4,"wild",0.145,420,"11_AGLO_4",29,44,8.8392,13.4112,4.103,10,48,11,"aglo",4,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.06
"117",17,"IMG_4713.jpg",5.666,0.567,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,13,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",5,"wild",0.025,420,"11_AGLO_5",29,44,8.8392,13.4112,4.334,10,49,11,"aglo",5,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.53
"118",18,"IMG_4713.jpg",5.556,1.051,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,33,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",6,"wild",0.19,420,"11_AGLO_6",29,44,8.8392,13.4112,4.444,10,50,11,"aglo",6,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.49
"119",19,"IMG_4713.jpg",5.476,0.939,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,14,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",7,"wild",0.186,420,"11_AGLO_7",29,44,8.8392,13.4112,4.524,10,51,11,"aglo",7,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.18
"120",20,"IMG_4713.jpg",5.762,0.878,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","6-brown",39,32,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",8,"wild",0.123,420,"11_AGLO_8",29,44,8.8392,13.4112,4.238,10,52,11,"aglo",8,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.01
"121",1,"IMG_4714.jpg",7.469,0.713,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,18,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",1,"wild",0.675,420,"11_AHYA_1",29,44,8.8392,13.4112,2.531,3,54,11,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.04
"122",2,"IMG_4714.jpg",4.816,0.582,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,16,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",2,"wild",0.628,420,"11_AHYA_2",29,44,8.8392,13.4112,5.184,3,55,11,"ahya",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,37.7
"123",3,"IMG_4714.jpg",7.291,0.336,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,17,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AABR",1,"wild",0.657,420,"11_AABR_1",29,44,8.8392,13.4112,2.709,3,42,11,"aabr",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.74
"124",4,"IMG_4714.jpg",5.949,0.715,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,21,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AABR",2,"wild",0.643,420,"11_AABR_2",29,44,8.8392,13.4112,4.051,3,43,11,"aabr",2,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.88
"125",5,"IMG_4714.jpg",6.501,0.84,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,10,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",1,"wild",0.643,420,"11_ICRA_1",29,44,8.8392,13.4112,3.499,3,56,11,"icra",1,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.22
"126",6,"IMG_4714.jpg",6.238,0.763,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,20,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",2,"wild",0.622,420,"11_ICRA_2",29,44,8.8392,13.4112,3.762,3,58,11,"icra",2,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.22
"127",7,"IMG_4714.jpg",7.383,0.734,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,19,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",3,"wild",0.636,420,"11_ICRA_3",29,44,8.8392,13.4112,2.617,3,59,11,"icra",3,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.7
"128",8,"IMG_4714.jpg",5.936,0.466,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,29,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",4,"wild",0.615,420,"11_ICRA_4",29,44,8.8392,13.4112,4.064,3,60,11,"icra",4,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.81
"129",9,"IMG_4714.jpg",6.959,0.48,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,26,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",5,"wild",0.661,420,"11_ICRA_5",29,44,8.8392,13.4112,3.041,3,61,11,"icra",5,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.27
"130",10,"IMG_4714.jpg",6.815,0.386,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,4,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",6,"wild",0.637,420,"11_ICRA_6",29,44,8.8392,13.4112,3.185,3,62,11,"icra",6,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.43
"131",11,"IMG_4714.jpg",7.11,0.583,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,28,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",7,"wild",0.601,420,"11_ICRA_7",29,44,8.8392,13.4112,2.89,3,63,11,"icra",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,37.49
"132",12,"IMG_4714.jpg",7.231,0.647,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,27,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"ICRA",8,"wild",0.663,420,"11_ICRA_8",29,44,8.8392,13.4112,2.769,3,64,11,"icra",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,37.54
"133",13,"IMG_4714.jpg",6.113,0.386,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,23,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",1,"wild",0.684,420,"11_AGLO_1",29,44,8.8392,13.4112,3.887,3,45,11,"aglo",1,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.71
"134",14,"IMG_4714.jpg",6.045,0.426,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,24,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",2,"wild",0.656,420,"11_AGLO_2",29,44,8.8392,13.4112,3.955,3,46,11,"aglo",2,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.38
"135",15,"IMG_4714.jpg",6.252,0.565,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,11,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",3,"wild",0.669,420,"11_AGLO_3",29,44,8.8392,13.4112,3.748,3,47,11,"aglo",3,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.72
"136",16,"IMG_4714.jpg",6.37,0.631,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,12,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",4,"wild",0.666,420,"11_AGLO_4",29,44,8.8392,13.4112,3.63,3,48,11,"aglo",4,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.06
"137",17,"IMG_4714.jpg",6.273,0.495,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,13,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",5,"wild",0.653,420,"11_AGLO_5",29,44,8.8392,13.4112,3.727,3,49,11,"aglo",5,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,37.53
"138",18,"IMG_4714.jpg",6.116,0.419,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,33,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",6,"wild",0.659,420,"11_AGLO_6",29,44,8.8392,13.4112,3.884,3,50,11,"aglo",6,1,"3",4,5,6,7,8,9,9,10,10,11,12,12,38.49
"139",19,"IMG_4714.jpg",6.922,0.275,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,14,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",7,"wild",0.682,420,"11_AGLO_7",29,44,8.8392,13.4112,3.078,3,51,11,"aglo",7,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.18
"140",20,"IMG_4714.jpg",6.954,0.377,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","7-grey",32,32,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AGLO",8,"wild",0.683,420,"11_AGLO_8",29,44,8.8392,13.4112,3.046,3,52,11,"aglo",8,1,"3",4,5,5,6,7,8,8,9,9,10,11,11,38.01
"141",1,"IMG_4715.jpg",7.168,0.524,"02.10.2026_ESA-TUT-011_AFTER",20260210,"11","8-purple",36,18,"ESA","TUT","ESA_TUT_11",-14.33699,-170.71101,"AHYA",1,"wild",0.555,420,"11_AHYA_1",29,44,8.8392,13.4112,2.832,7,54,11,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.04
