"","cookie","Image","Color_mean","Color_SD","Folder","Date","Site","Tank_color","Temperature","Bag_number","Project","Country","SITE","Latitude","Longitude","Species","Genotype","Condition","Pam_value","Timepoint","SampleID_clean","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Mean_inverted","Rel_Temperature","X","site","species","genotype","K_2","K_3","K_4","K_5","K_6","K_7","K_8","K_9","K_10","K_11","K_12","K_13","K_14","K_15","ED50"
"1005",20,"IMG_5069.jpg",8.368,1.193,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","5-orange",37.5,44,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",8,"wild",0.524,420,"4_ICRA_8",37,40,11.2776,12.192,1.632,8.5,107,4,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.7
"1006",1,"IMG_5070.jpg",8.113,1.127,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,16,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AHYA",1,"wild",0.385,420,"4_AHYA_1",37,40,11.2776,12.192,1.887,9,98,4,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.38
"1007",2,"IMG_5070.jpg",8.781,1.394,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,10,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AHYA",2,"wild",0.53,420,"4_AHYA_2",37,40,11.2776,12.192,1.219,9,99,4,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.58
"1008",3,"IMG_5070.jpg",6.074,0.748,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,6,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AABR",1,"wild",0.401,420,"4_AABR_1",37,40,11.2776,12.192,3.926,9,87,4,"aabr",1,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.14
"1009",4,"IMG_5070.jpg",7.187,0.766,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,7,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AABR",2,"wild",0.42,420,"4_AABR_2",37,40,11.2776,12.192,2.813,9,88,4,"aabr",2,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.15
"1010",5,"IMG_5070.jpg",7.222,1.171,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,25,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",1,"wild",0.338,420,"4_AGLO_1",37,40,11.2776,12.192,2.778,9,89,4,"aglo",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.91
"1011",6,"IMG_5070.jpg",8.201,1.016,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,27,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",2,"wild",0.474,420,"4_AGLO_2",37,40,11.2776,12.192,1.799,9,90,4,"aglo",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.54
"1012",7,"IMG_5070.jpg",6.988,0.777,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,22,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",3,"wild",0.515,420,"4_AGLO_3",37,40,11.2776,12.192,3.012,9,91,4,"aglo",3,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.45
"1013",8,"IMG_5070.jpg",7.666,0.602,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,26,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",4,"wild",0.545,420,"4_AGLO_4",37,40,11.2776,12.192,2.334,9,92,4,"aglo",4,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.43
"1014",9,"IMG_5070.jpg",8.148,0.816,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,34,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",5,"wild",0.502,420,"4_AGLO_5",37,40,11.2776,12.192,1.852,9,93,4,"aglo",5,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.32
"1015",10,"IMG_5070.jpg",7.531,0.84,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,24,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",6,"wild",0.552,420,"4_AGLO_6",37,40,11.2776,12.192,2.469,9,94,4,"aglo",6,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.41
"1016",11,"IMG_5070.jpg",7.302,0.441,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,21,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",7,"wild",0.401,420,"4_AGLO_7",37,40,11.2776,12.192,2.698,9,95,4,"aglo",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.33
"1017",12,"IMG_5070.jpg",7.629,0.855,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,35,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",8,"wild",0.531,420,"4_AGLO_8",37,40,11.2776,12.192,2.371,9,96,4,"aglo",8,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.42
"1018",13,"IMG_5070.jpg",7.752,1.18,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,64,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",1,"wild",0.447,420,"4_ICRA_1",37,40,11.2776,12.192,2.248,9,100,4,"icra",1,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.42
"1019",14,"IMG_5070.jpg",8.279,0.945,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,41,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",2,"wild",0.444,420,"4_ICRA_2",37,40,11.2776,12.192,1.721,9,101,4,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.33
"1020",15,"IMG_5070.jpg",7.926,0.923,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,42,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",3,"wild",0.482,420,"4_ICRA_3",37,40,11.2776,12.192,2.074,9,102,4,"icra",3,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.54
"1021",16,"IMG_5070.jpg",7.868,0.701,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,61,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",4,"wild",0.448,420,"4_ICRA_4",37,40,11.2776,12.192,2.132,9,103,4,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.34
"1022",17,"IMG_5070.jpg",8.402,0.711,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,62,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",5,"wild",0.488,420,"4_ICRA_5",37,40,11.2776,12.192,1.598,9,104,4,"icra",5,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.66
"1023",18,"IMG_5070.jpg",7.891,1.202,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,43,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",6,"wild",0.484,420,"4_ICRA_6",37,40,11.2776,12.192,2.109,9,105,4,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.33
"1024",19,"IMG_5070.jpg",8.202,1.054,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,63,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",7,"wild",0.508,420,"4_ICRA_7",37,40,11.2776,12.192,1.798,9,106,4,"icra",7,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.52
"1025",20,"IMG_5070.jpg",8.906,1.045,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","7-grey",38,44,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",8,"wild",0.543,420,"4_ICRA_8",37,40,11.2776,12.192,1.094,9,107,4,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.7
"1026",1,"IMG_5071.jpg",7.246,1.081,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,16,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AHYA",1,"wild",0.359,420,"4_AHYA_1",37,40,11.2776,12.192,2.754,9.5,98,4,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.38
"1027",2,"IMG_5071.jpg",8.681,0.911,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,10,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AHYA",2,"wild",0.326,420,"4_AHYA_2",37,40,11.2776,12.192,1.319,9.5,99,4,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.58
"1028",3,"IMG_5071.jpg",6.694,0.927,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,6,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AABR",1,"wild",0.249,420,"4_AABR_1",37,40,11.2776,12.192,3.306,9.5,87,4,"aabr",1,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.14
"1029",4,"IMG_5071.jpg",7.203,1.028,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,7,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AABR",2,"wild",0.239,420,"4_AABR_2",37,40,11.2776,12.192,2.797,9.5,88,4,"aabr",2,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.15
"1030",5,"IMG_5071.jpg",7.111,1.021,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,25,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",1,"wild",0.067,420,"4_AGLO_1",37,40,11.2776,12.192,2.889,9.5,89,4,"aglo",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.91
"1031",6,"IMG_5071.jpg",8.243,0.761,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,27,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",2,"wild",0.355,420,"4_AGLO_2",37,40,11.2776,12.192,1.757,9.5,90,4,"aglo",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.54
"1032",7,"IMG_5071.jpg",6.582,1.201,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,22,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",3,"wild",0.248,420,"4_AGLO_3",37,40,11.2776,12.192,3.418,9.5,91,4,"aglo",3,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.45
"1033",8,"IMG_5071.jpg",7.847,0.736,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,26,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",4,"wild",0.343,420,"4_AGLO_4",37,40,11.2776,12.192,2.153,9.5,92,4,"aglo",4,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.43
"1034",9,"IMG_5071.jpg",8.322,0.458,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,34,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",5,"wild",0.158,420,"4_AGLO_5",37,40,11.2776,12.192,1.678,9.5,93,4,"aglo",5,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.32
"1035",10,"IMG_5071.jpg",7.309,0.899,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,24,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",6,"wild",0.163,420,"4_AGLO_6",37,40,11.2776,12.192,2.691,9.5,94,4,"aglo",6,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.41
"1036",11,"IMG_5071.jpg",6.758,1.049,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,21,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",7,"wild",0.428,420,"4_AGLO_7",37,40,11.2776,12.192,3.242,9.5,95,4,"aglo",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.33
"1037",12,"IMG_5071.jpg",7.224,1.082,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,35,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",8,"wild",0.275,420,"4_AGLO_8",37,40,11.2776,12.192,2.776,9.5,96,4,"aglo",8,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.42
"1038",13,"IMG_5071.jpg",7.393,0.565,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,64,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",1,"wild",0.222,420,"4_ICRA_1",37,40,11.2776,12.192,2.607,9.5,100,4,"icra",1,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.42
"1039",14,"IMG_5071.jpg",7.817,1.219,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,41,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",2,"wild",0.234,420,"4_ICRA_2",37,40,11.2776,12.192,2.183,9.5,101,4,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.33
"1040",15,"IMG_5071.jpg",8.555,0.666,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,42,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",3,"wild",0.285,420,"4_ICRA_3",37,40,11.2776,12.192,1.445,9.5,102,4,"icra",3,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.54
"1041",16,"IMG_5071.jpg",7.935,0.992,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,61,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",4,"wild",0.203,420,"4_ICRA_4",37,40,11.2776,12.192,2.065,9.5,103,4,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.34
"1042",17,"IMG_5071.jpg",7.627,1.296,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,62,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",5,"wild",0.321,420,"4_ICRA_5",37,40,11.2776,12.192,2.373,9.5,104,4,"icra",5,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.66
"1043",18,"IMG_5071.jpg",7.902,1.166,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,43,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",6,"wild",0.199,420,"4_ICRA_6",37,40,11.2776,12.192,2.098,9.5,105,4,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.33
"1044",19,"IMG_5071.jpg",7.579,1.185,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,63,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",7,"wild",0.265,420,"4_ICRA_7",37,40,11.2776,12.192,2.421,9.5,106,4,"icra",7,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.52
"1045",20,"IMG_5071.jpg",7.756,1.177,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","1-green",38.5,44,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",8,"wild",0.375,420,"4_ICRA_8",37,40,11.2776,12.192,2.244,9.5,107,4,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.7
"1046",1,"IMG_5072.jpg",8.69,0.862,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,16,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AHYA",1,"wild",0.149,420,"4_AHYA_1",37,40,11.2776,12.192,1.31,10,98,4,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.38
"1047",2,"IMG_5072.jpg",9.131,0.917,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,10,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AHYA",2,"wild",0.119,420,"4_AHYA_2",37,40,11.2776,12.192,0.869,10,99,4,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.58
"1048",3,"IMG_5072.jpg",7.019,0.942,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,6,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AABR",1,"wild",0.039,420,"4_AABR_1",37,40,11.2776,12.192,2.981,10,87,4,"aabr",1,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.14
"1049",4,"IMG_5072.jpg",6.925,1.157,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,7,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AABR",2,"wild",0.101,420,"4_AABR_2",37,40,11.2776,12.192,3.075,10,88,4,"aabr",2,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.15
"1050",5,"IMG_5072.jpg",7.12,1.097,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,25,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",1,"wild",0.008,420,"4_AGLO_1",37,40,11.2776,12.192,2.88,10,89,4,"aglo",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.91
"1051",6,"IMG_5072.jpg",7.483,1.035,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,27,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",2,"wild",0.093,420,"4_AGLO_2",37,40,11.2776,12.192,2.517,10,90,4,"aglo",2,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.54
"1052",7,"IMG_5072.jpg",7.706,0.967,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,22,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",3,"wild",0.042,420,"4_AGLO_3",37,40,11.2776,12.192,2.294,10,91,4,"aglo",3,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.45
"1053",8,"IMG_5072.jpg",8.142,1.049,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,26,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",4,"wild",0.073,420,"4_AGLO_4",37,40,11.2776,12.192,1.858,10,92,4,"aglo",4,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.43
"1054",9,"IMG_5072.jpg",8.656,1.028,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,34,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",5,"wild",0.157,420,"4_AGLO_5",37,40,11.2776,12.192,1.344,10,93,4,"aglo",5,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.32
"1055",10,"IMG_5072.jpg",6.811,0.88,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,24,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",6,"wild",0.038,420,"4_AGLO_6",37,40,11.2776,12.192,3.189,10,94,4,"aglo",6,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,38.41
"1056",11,"IMG_5072.jpg",6.781,0.671,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,21,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",7,"wild",0.094,420,"4_AGLO_7",37,40,11.2776,12.192,3.219,10,95,4,"aglo",7,2,"2",2,3,3,3,4,5,5,8,8,9,10,10,38.33
"1057",12,"IMG_5072.jpg",5.493,0.723,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,35,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"AGLO",8,"wild",0.044,420,"4_AGLO_8",37,40,11.2776,12.192,4.507,10,96,4,"aglo",8,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.42
"1058",13,"IMG_5072.jpg",8.294,0.773,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,64,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",1,"wild",0.191,420,"4_ICRA_1",37,40,11.2776,12.192,1.706,10,100,4,"icra",1,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.42
"1059",14,"IMG_5072.jpg",8.689,0.913,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,41,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",2,"wild",0.132,420,"4_ICRA_2",37,40,11.2776,12.192,1.311,10,101,4,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.33
"1060",15,"IMG_5072.jpg",8.835,0.753,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,42,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",3,"wild",0.108,420,"4_ICRA_3",37,40,11.2776,12.192,1.165,10,102,4,"icra",3,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.54
"1061",16,"IMG_5072.jpg",7.829,1.184,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,61,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",4,"wild",0.136,420,"4_ICRA_4",37,40,11.2776,12.192,2.171,10,103,4,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.34
"1062",17,"IMG_5072.jpg",8.105,1.268,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,62,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",5,"wild",0.222,420,"4_ICRA_5",37,40,11.2776,12.192,1.895,10,104,4,"icra",5,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.66
"1063",18,"IMG_5072.jpg",8.239,1.079,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,43,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",6,"wild",0.051,420,"4_ICRA_6",37,40,11.2776,12.192,1.761,10,105,4,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.33
"1064",19,"IMG_5072.jpg",8.117,0.84,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,63,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",7,"wild",0.145,420,"4_ICRA_7",37,40,11.2776,12.192,1.883,10,106,4,"icra",7,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.52
"1065",20,"IMG_5072.jpg",8.597,1.093,"02.20.2026_ESA-TUT-004_AFTER",20260220,"4","2-blue",39,44,"ESA","TUT","ESA_TUT_4",-14.36102,-170.78142,"ICRA",8,"wild",0.168,420,"4_ICRA_8",37,40,11.2776,12.192,1.403,10,107,4,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.7
"1066",1,"IMG_5101.jpg",7.625,0.665,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,26,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",1,"wild",0.63,420,"5_AHYA_1",31,39,9.4488,11.8872,2.375,0,112,5,"ahya",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.7
"1067",2,"IMG_5101.jpg",8.154,0.622,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,35,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AHYA",2,"wild",0.641,420,"5_AHYA_2",31,39,9.4488,11.8872,1.846,0,113,5,"ahya",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.92
"1068",3,"IMG_5101.jpg",7.191,0.653,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,34,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",1,"wild",0.638,420,"5_AABR_1",31,39,9.4488,11.8872,2.809,0,108,5,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.5
"1069",4,"IMG_5101.jpg",7.482,0.732,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,33,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"AABR",2,"wild",0.632,420,"5_AABR_2",31,39,9.4488,11.8872,2.518,0,109,5,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,37.47
"1070",5,"IMG_5101.jpg",7.8,1.384,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,23,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",1,"wild",0.575,420,"5_ICRA_1",31,39,9.4488,11.8872,2.2,0,114,5,"icra",1,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.36
"1071",6,"IMG_5101.jpg",7.734,1.039,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,16,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",2,"wild",0.615,420,"5_ICRA_2",31,39,9.4488,11.8872,2.266,0,122,5,"icra",2,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.78
"1072",7,"IMG_5101.jpg",8.098,0.923,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,24,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",3,"wild",0.61,420,"5_ICRA_3",31,39,9.4488,11.8872,1.902,0,123,5,"icra",3,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,38.38
"1073",8,"IMG_5101.jpg",7.985,1.122,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,22,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",4,"wild",0.598,420,"5_ICRA_4",31,39,9.4488,11.8872,2.015,0,124,5,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.05
"1074",9,"IMG_5101.jpg",7.726,1.426,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,18,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",5,"wild",0.617,420,"5_ICRA_5",31,39,9.4488,11.8872,2.274,0,125,5,"icra",5,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.91
"1075",10,"IMG_5101.jpg",7.128,0.615,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,19,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",6,"wild",0.568,420,"5_ICRA_6",31,39,9.4488,11.8872,2.872,0,126,5,"icra",6,2,"2",3,4,4,5,6,7,10,11,11,12,13,13,37.89
"1076",11,"IMG_5101.jpg",8.376,0.762,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,21,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",7,"wild",0.612,420,"5_ICRA_7",31,39,9.4488,11.8872,1.624,0,127,5,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.07
"1077",12,"IMG_5101.jpg",8.587,0.855,"02.23.2026_ESA-TUT-005_AFTER",20260223,"5","6-brown",29,38,"ESA","TUT","ESA_TUT_5",-14.3381,-170.79341,"ICRA",8,"wild",0.62,420,"5_ICRA_8",31,39,9.4488,11.8872,1.413,0,128,5,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,37.81
